ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;metatitle
G10336;G10336;Ek Mak Makaron Nitka cienka 1Kg x 10Stk Nr 11;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10337;G10337;Ek Mak Makaron  Nr 10  Nitka Gruba 1Kg x 10Stk;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10338;G10338;Ek Mak Makaron Nr 12Nitka Wstazka 1Kg x 10stk;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10339;G10339;Ek Mak Makaron Nr 210 400g x 12St.;;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10340;G10340;Ek Mak Makaron Nr 45  Szpiralki 1Kg x 10Stk;;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10341;G10341;Ek Mak Makaron Nr 49 Krajanka 250g x 28Stk Nr &;;Eigenmarke;5,00;22,12;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;28,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10342;G10342;Ek Mak Makaron Nr 6 250g x 20 St.;;Eigenmarke;5,00;12,4;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;20,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10343;G10343;Ek Mak Makarony Nr. 210 400g x 12 St.;;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10344;G10344;Ek Mak Muszelki 400 gr x 12st  Nr 62;;Eigenmarke;5,00;7,08;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10345;G10345;Ek Mak Nr 44  Spiralen 400 gr x 12 st;;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10346;G10346;Ek Mak Spiralen 400gr x 12 st Nudeln;;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10347;G10347;Ek Mak Zacierka 250g x 24 St.;;Eigenmarke;5,00;14,16;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10348;G10348;Ek Mak Zacierka 250g x 24 St.;;Eigenmarke;5,00;30,96;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10349;G10349;Ek Mak Zacierka 400g x 24Stk;;Eigenmarke;5,00;14,64;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10350;G10350;"Eko-Mak Makaron Babuni domowy 2 Eier Kura Gnizda Nitka"" 12x400g""";;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10351;G10351;"Eko-Mak Makaron Babuni domowy Nr 49 Kura Krajanka"" 12x400g""";;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;66;
G10352;G10352;Ekspresowa Zupa Barszcz czerwony;;Eigenmarke;5,00;14,7;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;30,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;53;
G10353;G10353;Ekspresowa Zupa Pieczarkowa 28 stk;;Eigenmarke;5,00;12,32;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;28,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;53;
G10354;G10354;Elvan SUGUSI Truffle Assortment 1Kg;;Eigenmarke;5,00;17,45;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;5,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10355;G10355;Emix Backpulver 30 st x 18 gr;;Eigenmarke;5,00;54;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10356;G10356;emix hefe trocken 8g x 40stk;;Eigenmarke;5,00;10,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;40,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10357;G10357;EMIX soda 80g - 25st;;Eigenmarke;5,00;6,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;25,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;24;
G10358;G10358;Evra Meat Luncheon Konzerwa  300grx12st;;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10359;G10359;Evra Meat Mielonka Wieprzowa Konzerwa 300grx12st;;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10360;G10360;Evra Meat Prysmak Smiedanowy 300 gr x12 st;;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10361;G10361;Evra Meat Turystischna Konzerwa 300 gr x12 st;;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10362;G10362;Evra Meat Tyrolska konzerwa 300 gr x 12 st;;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10363;G10363;e.wedel chalwa krolewska o smaku waniliowym 18st x 250g;;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10364;G10364;E.Wedel Chalwa Krolewska waniliowa 250g x 18St.;;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10365;G10365;E.Wedel Chalwa Krolewska z bakaliami 250g x 18St.;;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10366;G10366;E. Wedel Kakao 10St. x 180g;;Eigenmarke;5,00;32,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10367;G10367;E.Wedel Kakao 80g x 10St.;;Eigenmarke;5,00;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10368;G10368;E.Wedel Karamell Schokolade 90g x 12stk;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10369;G10369;E. Wedel Mieszanka Krakoswka Classic 490g x 8St.;;Eigenmarke;5,00;23,92;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10370;G10370;E. Wedel Mieszanka Wedlowska 220g;;Eigenmarke;5,00;16,7;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;10,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10371;G10371;E.Wedel Mieszanka Wedlowska 490g x 8stk;;Eigenmarke;5,00;23,12;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10372;G10372;E. Wedel Mieszanka Wedlowska Party 490g x 8St.;;Eigenmarke;5,00;23,92;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10373;G10373;E.Wedel Milchschokolade 100g x 12stk;;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10374;G10374;E.Wedel Milchschokolade mit Erdbeerfuï¿½llung 100g x 12stk;;Eigenmarke;5,00;8,76;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10375;G10375;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung -Smietankowe 45g x 24St.;;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10376;G10376;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung - Kirschegeschmack 45g x 24St.;;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;58;
G10377;G10377;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung - Toffeegeschmack 45g x 24St.;;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10378;G10378;E.Wedel Pawelek Milchschokoladenriegel mit Haselnussfuï¿½llung 45g x 24St.;;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;58;
G10379;G10379;E.Wedel Pawelek Milchschokoladenriegel mit Schokoladenfuï¿½llung 45g x 24St.;;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10380;G10380;E.Wedel Pawelek Schockoriegel DUO 45g x 24St.;;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10381;G10381;E.Wedel Pawelek Schokoladenriegel mit Kaffeegeschmack Fuï¿½llung 45g x 24Stk;;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10382;G10382;E.Wedel Pawelek Zarbitterschokoladenriegel mit Fuï¿½llung - Eierlikuï¿½rgeschmak 45g x 24St.;;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;58;
G10383;G10383;E.Wedel Ptasie Mleczko  380g x 18St.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10384;G10384;E.Wedel Ptasie Mleczko czekoladowe 380g x 18St.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10385;G10385;E.Wedel Ptasie Mleczko Kokos Rajska Wyspa 380g x 18St.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10386;G10386;E.Wedel Ptasie Mleczko Smietankowe 380g x 18St.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10387;G10387;E.Wedel Ptasie Mleczko Vanille-Schokolade 380g x 18stk;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10388;G10388;E.Wedel Ptasie Mleczko  waniliowe 380g x 18St.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10389;G10389;E.Wedel Vogelmilch Kokosnussgeschmack mit weiuï¿½er Schokoladenglasur 380g x 18Stk.;;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;18,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;58;
G10390;G10390;Ewra Fisch Filety Sledzowy  in ï¿½l 170grx 16st;;Eigenmarke;5,00;15,84;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;16,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10391;G10391;Ewra Fisch Filety Z Makreli in ï¿½l 170grx 24st;;Eigenmarke;5,00;23,76;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;24,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10392;G10392;Face Mask 3ply 1pack x 50stk;;Eigenmarke;5,00;49,5;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;50,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;23;
G10393;G10393;Familien Kasza Grytzana 4 x 100gr x12 st;;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;20;
G10394;G10394;Familijne przysmaki Konserwa sniadaniowy  300g x 12St.;;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10395;G10395;Familijne przysmaki Konserwa Tturistizna  300g x 12St.;;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10396;G10396;Familijne przysmaki Konserwa Tyrolska 300g x 12St.;;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10397;G10397;Fanta Shokata 850 mlx12 st;;Eigenmarke;16,00;9,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;12,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;68;
G10398;G10398;Fasolka po Mexikanski 600 ml x8st Podliszki;;Eigenmarke;5,00;12,72;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;8,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10399;G10399;Gurken 3 litr  Malosolnij ;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;1,0000;1,000;st;9;;0;0;;0,000;;;;;;;;;22;
G10400;G10400;Faszerowec Garnek JBB;;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10401;G10401;Federacia Klasik 0,5litr x 6 st Wodka;;Eigenmarke;16,00;4,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;69;
G10402;G10402;Federacia Klasik 40 % vol  1litr x 6 st;;Eigenmarke;16,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;69;
G10403;G10403;Figurka 150 gr x 12 st Vobro;;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10404;G10404;Filet Pomidorowe 175grx16st Losos;;Eigenmarke;5,00;15,84;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;16,0000;1,000;KTN;9;;0;0;;0,000;;;;;;;;;39;
G10405;G10405;Filet Sledz w Souse POmidor Ewra Fisch 170 gr x 24st;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10406;G10406;Filety z Dorsza Ewra Fisch 16st x 170 gr;;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10407;G10407;Filety Z Makreli w souse  Pomidorach 170grx 6st;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10408;G10408;Firma Cukiernicza Solidarnosc Almondo 2500g;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10409;G10409;Firma Cukiernicza Solidarnosc Choco Choco 2500g;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10410;G10410;Firma Cukiernicza Solidarnosc Five 2500g;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10411;G10411;Firma Cukiernicza Solidarnosc Koko-Coco 2500g in kartons  pres 1kg;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10412;G10412;Firma Cukiernicza Solidarnosc Pistachio 2500g in kartons Preis 1kg;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10413;G10413;Firma Cukiernicza Solidarnosc Trufle Swiateczne 3000g;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10414;G10414;Firma Cukiernicza Solidarnosc Zloty Rum 2500g;;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10415;G10415;Fischer King Filety ze Sledza Opiekane 800gr x 6 st;;Eigenmarke;5,00;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10416;G10416;Fisher KING Opiekane Filety ze Sledzia  800 g x 6 st;;Eigenmarke;5,00;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10417;G10417;Fistaschkowe 120 gr x 16 st WAWEL;;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10418;G10418;"Fistaszkowe Wawel"" 120g x 16 St.""";;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10419;G10419;Flaki pikantne starapolskie wolowe / 1St. 800g;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10420;G10420;Flaki pomapol po Zamojsku 500ml x 8st;;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10421;G10421;Flaki Pomapol Rasole 590 ml x 8st;;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10422;G10422;Fleischtomaten 82-102 BBB  6 Kg;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10423;G10423;FLIS Happy Wafers cocoa 10St. x 200g;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10424;G10424;FLIS Happy Wafers Vanilla 10St. x 200g;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10425;G10425;Fortuna sok 100% z Mandarynki 12St. x 1L;;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;73;
G10426;G10426;Fortuna sok 100% z Pomarancza 12St. x 1L;;Eigenmarke;16,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;73;
G10427;G10427;Frankfurterki JBB Wurst;;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
