ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;metatitle
G10737;G10737;"Kamis Mexiko Gewï¿½rz 25g x 15stk""";;Eigenmarke;5,00;8,85;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10738;G10738;"Kamis"" Mustarda  8St.x185gr.""";;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10739;G10739;"Kamis"" Mustarda Delikatesowa 6St.x185gr""";;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10740;G10740;Kamis Musztarda Dijon 6St. x 185g;;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10741;G10741;Kamis Musztarda Kremska 6St. x 185g;;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10742;G10742;Kamis Paprika Scharf 20g x 25stk;;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10743;G10743;Kamis Paprika sï¿½ï¿½ 20g x 25stk;;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10744;G10744;Kamis Pfeffer Melony 20 gr x 20st Gewï¿½rz;;Eigenmarke;5,00;8,4;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10745;G10745;Kamis pfeffer Schwarz 20 gr x 25 st;;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10746;G10746;Kamis Pfeffer Ziolowy 15gr x20st Gewï¿½rz;;Eigenmarke;5,00;11,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10747;G10747;Kamis Pryprawa do Gulaschu 25 gr x 25 st;;Eigenmarke;5,00;14,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10748;G10748;Kamis Pryprawa Gyros 30 gr x25st;;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10749;G10749;Kamis Trokene Tomaten 15grx20st;;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10750;G10750;Kamis Zesnok 15 gr x 25 st;;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10751;G10751;Kamis Ziel Angelski Nelkenpfeffer 15 gr x20 st;;Eigenmarke;5,00;11,8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10752;G10752;Kamis Ziel Prowansalski  30 gr x 25;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;45;
G10753;G10753;Kamyki Jutrzenka 100 gr x 40 st;;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10754;G10754;Kapusta 1 kg x 12 st Kwaszony;;Eigenmarke;5,00;10,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10755;G10755;Kapusta 900-1000gr x 12 st;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10756;G10756;Kapusta Frisch 25  kg   Sack;;Eigenmarke;5,00;9,5;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10757;G10757;Kapusta Frisch kg;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10758;G10758;Kapusta kwaschona 1 lItr  Kruglaja;;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10759;G10759;Kapusta Kwaschona 1litr Qadrat x 20 st;;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10760;G10760;Kapusta Slonezno Pole 1 litr x 6 st;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10761;G10761;Kapusta Wit Pol 1 kg x 12 st;;Eigenmarke;5,00;9,6;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10762;G10762;Kapusta Wit Pol 500gr x 25 st;;Eigenmarke;5,00;12,5;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10763;G10763;"Karamellbonbons Barbaris""";;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10764;G10764;Karamel Likï¿½r 32 %  500ml  x 6 st;;Eigenmarke;16,00;5,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;72;
G10765;G10765;Karpatka Gellwe 340 gr x 6 st Kuchen;;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;24;
G10766;G10766;"Karpatka krolewska Delecta"" 7 St. x 380gr.""";;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;24;
G10767;G10767;Kartoffel rot gewaschen 5kg Sack;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10768;G10768;Kartoffel Weis gewaschen 5 kg Sack;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10769;G10769;Karzek  Krolewsky;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10770;G10770;Kï¿½se  Mlekpol 12St. x 150g;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;34;
G10771;G10771;Kï¿½se Wloszczowski 150 gr x 10 st;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;34;
G10772;G10772;Kastanki 430 gr x6st;;Eigenmarke;5,00;3,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10773;G10773;Kasza Gryczana Wamilnie Prysmaki 100gx4st x12st;;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;20;
G10774;G10774;Kasza Jaczmenna Kross 4x100gr x 12 st;;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;20;
G10775;G10775;Kasza Jaczmenna PECZAK Kross 4x100gr x 12 st;;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;20;
G10776;G10776;Kasza Jaczmenna PERLOWA Kross 4x100gr x 12 st;;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;20;
G10777;G10777;Kaszanka;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10778;G10778;Kaszanka bez E;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10779;G10779;Kaszanka Gruba Extra;;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10780;G10780;Kaszanka Grytzana na Patelnie 400gr;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10781;G10781;Kaszanka z Zebulka wurst;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10782;G10782;Kaszanka z Zesnokiem Wurst;;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10783;G10783;Kaszotto 6st x 248 gr;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10784;G10784;Kaszotto 6st x 248 gr Sburazkowym Sousem;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10785;G10785;Kaszotto Borowikowe 232gr x 6 st;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10786;G10786;Kefir 1 litr x 10 st  Milko;;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;30;
G10787;G10787;Kefir 1 litr x6st  Mlekovita;;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;30;
G10788;G10788;Kekse Famieljane 710 gr;;Eigenmarke;5,00;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10789;G10789;Ketschup Kotlin Pikant  450 ml x 10st;;Eigenmarke;5,00;3,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;49;
G10790;G10790;Kese Mlekpol Ser Topiony-Wedzony ca. 4,99Kg/Pack.;;Eigenmarke;5,00;4,85;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;48;
G10791;G10791;Ketschup Kotlin Lagodny 450 ml x 10st;;Eigenmarke;5,00;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;49;
G10792;G10792;Ketschup Tortex 480mlx12st Lagodni;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;49;
G10793;G10793;Ketschup Tortex 480mlx12st Pikantny;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;49;
G10794;G10794;Kielbasa Chlopska;;Eigenmarke;5,00;6,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10795;G10795;Kielbasa Cyganska;;Eigenmarke;5,00;4,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10796;G10796;Kielbasa Czosnkowa Biegun;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10797;G10797;Kielbasa Dembowa;;Eigenmarke;5,00;4,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10798;G10798;Kielbasa Grillowa Wedzona JBB;;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10799;G10799;Kielbasa Jarmarska;;Eigenmarke;5,00;4,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10800;G10800;Kielbasa Jarmarska;;Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10801;G10801;Kielbasa Mysliwska Kilbaski JBB Suszony;;Eigenmarke;5,00;6,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10802;G10802;Kielbasa Palcowka Polska;;Eigenmarke;5,00;10,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10803;G10803;Kielbasa Slaska Regionalna JBB;;Eigenmarke;5,00;4,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10804;G10804;Kielbasa Slaska z Serem;;Eigenmarke;5,00;5,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10805;G10805;Kielbasa Starowiejska  Wurstland;;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10806;G10806;Kielbasa Torunska Korona Wurst;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10807;G10807;Kielbasa z Beczki;;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10808;G10808;Kielbasa Zbojnitcka;;Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10809;G10809;Kielbasa Zesnkowa Ozimek;;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10810;G10810;Kielbasiak Pieczony z chrzanem JBB;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10811;G10811;Kielbaski Frankfurterki;;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10812;G10812;Kielbaski Slaskie Delikatesowe;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10813;G10813;Kielecki Mayonnaise 170g x 10;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10814;G10814;Kilasa Bijala Surowa Wurst;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10815;G10815;Kilbasa Biala z SZYNKI;;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10816;G10816;Kilbasa Lesniczego;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10817;G10817;Kilbasa od MASARZA  Wurst;;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10818;G10818;Kilbasa Wisniowa;;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10819;G10819;Kilbasa z Fileta;;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10820;G10820;King Oscar Szproty w oleju caro 16St. x 170g;;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
G10821;G10821;Kirsch Sï¿½ï¿½  5 kg kiste;;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;22;
G10822;G10822;Kisel 77 gr x 25 st Malina z Cukrem;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10823;G10823;Kisel 77 gr x 25 st Wynjary;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10824;G10824;Kisel Truskwaka 77 gr x 25 st  z Cukrem;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10825;G10825;Kisiel o smaku cytryna  z cukrem 25stk;;Eigenmarke;5,00;0,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10826;G10826;Kisiel o smaku cytrynowym bes cukru;;Eigenmarke;5,00;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10827;G10827;Kisiel o smaku malinowam bez dodatku cukru 38g x 30st.;;Eigenmarke;5,00;0,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10828;G10828;Kisiel o smaku malinowym z cukrem 77g x 25st.;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10829;G10829;Kisiel o smaku morelowym z cukrem 25stk;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10830;G10830;Kisiel o smaku pomarancowy  z cukrem 77g x 25st.;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10831;G10831;Kisiel o smaku poziomkowym bes cukru;;Eigenmarke;5,00;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10832;G10832;Kisiel o smaku poziomkowym c cukrem 77g x 25st.;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10833;G10833;Kisiel o smaku truskawkowam bez dodatku cukru 38g x 30st.;;Eigenmarke;5,00;0,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10834;G10834;Kisiel o smaku truskawkowym z cukrem 77g x 25st.;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10835;G10835;Kisiel o smaku wisniowym z cukru;;Eigenmarke;5,00;0,26;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10836;G10836;Kisiel o smaku zurawinowym   z cukrem 25stk;;Eigenmarke;5,00;0,28;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;53;
G10837;G10837;Knoblauchwurst Zawistowski;;Eigenmarke;5,00;8,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;38;
G10838;G10838;Knoppers Baton Orechowe 40gr x40st;;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;56;
G10839;G10839;Kompot Aronija 900ml x 8 st;;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;;;;;;;;0;0;;0,000;;;;;;;;;39;
