ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle;;;;;;;;;;;
G11961;G11961;Tymbark Mjata-Cytryna 250 ml x 24 st;;Eigenmarke;16;0,44;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:07:05;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;0,66;;0
G11962;G11962;Tymbark Multiwitamin 200 ml x 27 st;;Eigenmarke;16;0,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:07:35;;0;0;;27;27;500;1;27;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;0,99;;0
G11964;G11964;Tymbark Multiwitamina z Czerwonimi owocami 1l x 6St.;;Eigenmarke;16;0,34;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:09:03;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,19;;0
G11965;G11965;Tymbark Owoce swiata Kaktus 12St. x 1l;;Eigenmarke;16;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:10:17;;0;0;;12;12;500;1;12;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,29;;0
G11966;G11966;Tymbark Owoce swiata Limonka 12St. x 1l;;Eigenmarke;16;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:12:08;;0;0;;12;12;500;1;12;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,19;;0
G11967;G11967;Tymbark Owoce swiata Mango 12St. x 1l;;Eigenmarke;16;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:12:47;;0;0;;12;12;500;1;12;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,19;;0
G11968;G11968;Tymbark Owoce swiata Zurawina 12St. x 1l;;Eigenmarke;16;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:13:51;;0;0;;12;12;500;1;12;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;4;1,3875;;0
G11970;G11970;Tymbark pomarancz jablko brzoskwinia 200ml x 27St.;;Eigenmarke;16;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:18:34;;0;0;;27;27;500;1;27;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,29;;0
G11973;G11973;Tymbark Pomaranza Broskwinja 250 ml x 24 st;;Eigenmarke;16;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:20:28;;0;0;;24;24;500;1;24;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;0,89;;0
G11974;G11974;TYMBARK Sok Pomidorowy 100% 1L x 12St.;;Eigenmarke;16;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:21:26;;0;0;;12;12;500;1;12;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;0,89;;0
G11975;G11975;Tymbark Wischnja Jabko 250 ml x 24 st;;Eigenmarke;16;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:23:22;;0;0;;24;24;500;1;24;St;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;0,99;;0
G11976;G11976;TYMBARK wisnia jabtko 2l x 6St.;;Eigenmarke;16;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:24:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;71;;;;;;;;;;;;;;;;;;8;1,39;;0
G11977;G11977;Tyrolska JBB  325gr;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;8;1,69;;0
G11978;G11978;Tyrolska Wurst Korona;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;10;0,79;;0
G11979;G11979;Tyskie 500ml 20stx0,5l;;Eigenmarke;16;14,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;70;;;;;;;;;;;;;;;;;;10;0,69;;0
G11980;G11980;Uksus 200 ml  x6 st;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;2,49;;0
G11981;G11981;Uksus 500ml x15 st Essig;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;1,99;;0
G11982;G11982;Uksus Global 500ml x 15 st;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;1,29;;0
G11983;G11983;Uksus Roleski Ocet  500 ml x 12 st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;1,09;;0
G11984;G11984;Urbanek Harsan Delikatesowy 200 ml x 10 st;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;8;1,59;;0
G11985;G11985;Urbanek Meerrettich 180g x 12stk;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,99;;0
G11986;G11986;Urbanek Rote Beete mit Meerrettich 270g x 8st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;2,49;;0
G11987;G11987;Urbanek Schawel 8stk x350g;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;0,99;;0
G11988;G11988;Urbanek Swikla z chrzanem 280g x 8St.;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;0,88;;0
G11989;G11989;Valletto Kuchenrolle  2 pack x 24 Pack;;Eigenmarke;16;14,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;23;;;;;;;;;;;;;;;;;;8;0,99;;0
G11990;G11990;Vegeta 170gr x12st Do Mjasa;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;0,99;;0
G11991;G11991;Vegeta 1 kg Rote  x 10st Gewï¿½rz;;Eigenmarke;5;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;0,99;;0
G11992;G11992;Vegeta 1 kg x 10st Gewürz;;Eigenmarke;5;3,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;0,89;;0
G11993;G11993;Vegeta 200g x 18st Gewï¿½rze;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;18;18;500;1;18;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;10;0,69;;0
G11994;G11994;Vegeta 500gr x 12 st Gewï¿½rz;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;10;0,57;;0
G11995;G11995;Vegeta Natur 150gr x 12 st;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;10;0,59;;0
G11996;G11996;Vegeta Natur 300g x 10 St.;;Eigenmarke;5;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;2,19;;0
G11997;G11997;Vegeta Natur Do RYB 20gr x20st;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;8;2,59;;0
G11998;G11998;Virtu Krokety z Miesem 400gr x 6st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;12;2,79;;0
G11999;G11999;Virtu Krokety z Mkapusta+Gryby 400gr x 6st;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;12;2,79;;0
G12000;G12000;Virtu Pierogi Kapusta+ Griby 400gr x 6st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;5;2,49;;0
G12001;G12001;Virtu Pierogi Ruskie 400gr x 6st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;10;0,89;;0
G12002;G12002;Virtu Pierogi z Mjasem 400 gr x 6 st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;12;0,89;;0
G12003;G12003;Virtu Pierogi z SEREM 400 gr x 6 st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;12;0,99;;0
G12004;G12004;Virtu Uszka kapusta + Grybi 400gr;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;0
G12005;G12005;Vitalio Praliny 2,7 kg VOBRO;;Eigenmarke;5;14,82;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;2,7;KTN;10;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;0
G12006;G12006;Vitarol barsz Konzentrat 200g x 10St.;;Eigenmarke;5;0,75;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G12007;G12007;Vitarol Borowiki marynowane extra 300g x 12St.;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G12008;G12008;Vitarol Buraczki obiadowe 300g x 10St.;;Eigenmarke;5;0,57;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/6b/72/68/karta_01_z1.png;1;8;15,12;;0
G12009;G12009;Vitarol Buraczki wiorki 300g x 10St.;;Eigenmarke;5;0,57;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/eb/55/76/adamek-kekse-neunivlKypj97dy7.png;1;;;;0
G12010;G12010;Vitarol Buraczki z papryka 500g x 8St.;;Eigenmarke;5;0,66;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/d5/a0/b6/Alex-Pol-kopytka-staropolskie.png;1;8;10,32;;0
G12011;G12011;Vitarol Buratschki z Zebulka 900 ml x 8 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/c9/0f/84/Alex-Pol-Kartacze-z-Miesem.png;1;8;13,52;;0
G12012;G12012;Vitarol Gurken Konzerwowe 900 ml x 8st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/db/53/85/Alex-Pol-Kluski-Slaskie.jpg;1;8;11,92;;0
G12013;G12013;Vitarol Gurken Konzerwowe Chili  900 ml x 8 st;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/02/ef/af/Alex-Pol-Knedle-ze-liwkami.png;1;8;14,32;;0
G12014;G12014;Vitarol Gurken Korniszone 900 ml x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/b2/ea/5c/Alex-Pol-Knedle-z-truskawkami.png;1;8;13,52;;0
G12015;G12015;Vitarol Gurken Kwaschoni 650 ml x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/04/cd/28/uszka-z-kapusta-i-grzybami_450g_alex-pol.png;1;8;14,32;;0
G12016;G12016;Vitarol Gurken kwaszone domowe 750g x 4St.  Ogurki;;Eigenmarke;5;5,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;4;4;500;1;4;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/32/e6/f8/krokety-alex-pol.png;1;8;14,32;;0
G12017;G12017;Vitarol Gurken mit Knoblauch 650g x 8stk;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/86/e6/c8/Alex-Pol-Pierogi-z-kapust-i-miesem.png;1;8;12,72;;0
G12018;G12018;Vitarol Gurken Zilli 680 x 8 st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/15/71/d9/Alex-Pol-Pirogi-z-Serem-i-Truskawka.png;1;8;12,72;;0
G12019;G12019;Vitarol Kapusta kwaszona 900g x 8St.;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/9b/eb/9c/Alex-Pol-Pyzy-Ziemniacznanv6tgpB1QDxvF.jpg;1;8;10,32;;0
G12020;G12020;Vitarol Kapusta kwaszona z marchewka 900g x 8St.;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/f0/bf/b4/Alex-Pol-Pyzy-Ziemniaczna.jpg;1;8;11,92;;0
G12021;G12021;Vitarol Kapusta Zerwona z Jablkiem 900 ml x 8 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/86/78/97/Alex-Pol-Uszka-Kapusta-Grybi.png;1;10;17,9;;0
G12022;G12022;Vitarol  Kompot Sliwa 900ml x 8 st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/30/ca/81/Almar-zurek-500ml.png;1;15;7,35;;0
G12023;G12023;Vitarol  Kompot Truskawkowy 900g x 8St.;;Eigenmarke;5;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/93/30/c1/Alpejka-w-proszku-Emi.jpg;1;5;6,95;;0
G12024;G12024;Vitarol Koncentrat Zerwony  200g x 10St.;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G12025;G12025;Vitarol konzentrat Zurek 300x10;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;16;15,84;;0
G12026;G12026;Vitarol Kurki marynowane 300g x 12St.;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/20/16/e5/dawtona-Sok-wielowarzywny-330.jpg;1;12;5,04;;0
G12027;G12027;Vitarol Maslaki marynowane 300g x 12St.;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;5,88;;0
G12029;G12029;Vitarol Ogorki kwaszone 650g x 8St.;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;16;15,84;;0
G12030;G12030;Vitarol Ogorki kwaszone 900g x 8St.;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;24;23,76;;0
G12031;G12031;Vitarol Patisony konserwowe 900g x 8St.;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;10,68;;0
G12032;G12032;Vitarol Pieczarki marynowane domowe 720g x 6St.;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;10;9,9;;0
G12033;G12033;Vitarol Podgrzybki marynowane extra 300g x 12St.;;Eigenmarke;5;2,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;12,32;;0
G12034;G12034;Vitarol Salatka Babuni 900g x 8st.;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;22;17,38;;0
G12035;G12035;Vitarol Salatka Grecka 900g x 8St.;;Eigenmarke;5;0,88;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;25;17,25;;0
G12036;G12036;Vitarol Salatka Rodzinna 900g x 8st.;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;0,99;9,99;;0
G12037;G12037;Vitarol Salatka Staropolska 900g x 8St.;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;16;19,04;;0
G12038;G12038;Vitarol Salatka Szwedzka 900g x 8st.;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;6,75;;0
G12039;G12039;Vitarol Salatka Welowarzywna 900 ml x 8 st;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;25;11,25;;0
G12040;G12040;Vitarol Seler konserwowy 300g x 10St.;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;30;13,5;;0
G12041;G12041;Vitarol Swikla z chrzanem 300g x 10St.;;Eigenmarke;5;0,57;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G12042;G12042;Vitarol Szczaw konserwowy 300g x 10St.;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G12044;G12044;Vitarol Zerwona Kapusta 0,9 x8st;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-29 18:27:05;;0;0;;8;8;500;1;8;St;;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;25;6,5;;0
