ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle;;;;;;;;;;;
G11365;G11365;Prince Polo orzechowe 36g x 32St.;;Eigenmarke;5;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;32;32;500;1;32;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;14;0,42;;0
G11366;G11366;Prince polo xxl 52g x 28stk;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;15;0,42;;0
G11367;G11367;Prince Polo XXL classic 52g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;16;0,42;;0
G11368;G11368;Prince Polo XXL Kokos 52g x 28stk.;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;17;0,42;;0
G11369;G11369;Prince Polo XXL mleczne 52g x 28St.;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;18;0,42;;0
G11370;G11370;Prince Polo XXL orzechowe 52g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;19;0,42;;0
G11371;G11371;Princessa BANANOWE  38gr x 30 st;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;20;0,42;;0
G11372;G11372;Princessa Browni 33 gr x30 st;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;21;0,42;;0
G11373;G11373;Princessa Dark 30st x 41gr;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,09;;0
G11374;G11374;Princessa Intense COCONUT 30,5 grx30st  WHITE Coconut;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,29;;0
G11375;G11375;Princessa Intense PEANUT Butter 31 grx30st;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,09;;0
G11376;G11376;Princessa Intense Schoko 30,5 grx30st;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,42;;0
G11377;G11377;Princessa kokosowa biala 33g x 30St.;;Eigenmarke;5;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,42;;0
G11378;G11378;Princessa Malina 33gx30st;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,42;;0
G11379;G11379;Princessa Maxi czekoladowa 49g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,44;;0
G11380;G11380;Princessa Maxi kokosowa biala 49g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,42;;0
G11381;G11381;Princessa Maxi mleczna 49g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11382;G11382;Princessa Maxi orzechowa 49g x 28St.;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,09;;0
G11383;G11383;Princessa Mletzna 34g x 30St.;;Eigenmarke;5;0,23;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11384;G11384;Princessa Orech 30st x 33gr;;Eigenmarke;5;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11385;G11385;Princessa Special Cherry 33g x 30Stk.;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11386;G11386;Princessa Truskawka 38gr x 30 st;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11387;G11387;Princessa Zebra 36 grx30st;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,49;;0
G11388;G11388;Prinze Polo XXL 49gr x 28 st  Art 4101;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;28;28;500;1;28;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;2,59;;0
G11389;G11389;Prinzessa 36gr x30 st Schokoregelng;;Eigenmarke;5;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,49;;0
G11390;G11390;Prinzessa Maxi 49grx28st Wafelnregeln;;Eigenmarke;5;0,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,09;;0
G11391;G11391;Profi Barszcz Bialy 450g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;6;1,29;;0
G11392;G11392;Profi Barszcz Ukrainski  1L x 6St.;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;6;1,09;;0
G11393;G11393;Profi Fasolka 500 gr x 8 st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;6;0,99;;0
G11394;G11394;Profi Flaki Wieprzowe 450g x 6St;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;6;1,39;;0
G11395;G11395;Profi Früschtüksfleisch Gulasz Angielski 110g x 12stk;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;30;8,9;;0
G11396;G11396;Profi Früschtücksfleisch  mielonka Turystyczna 110g x 12stk;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11397;G11397;Profi Früschtüksfleisch Syznka z Indyka 110g x 12stk;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11398;G11398;Profi Früschtüksfleisch Szynka mielona wieprzowa 110g x 12stk;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11399;G11399;PROFI Geflugelpastete Meerrettich 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11400;G11400;PROFI Geflugelpastete mit Champignon 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11401;G11401;PROFI Geflugelpastette lpastete mit Dill 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11402;G11402;PROFI Geflugelpastete mit Gans 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11403;G11403;PROFI Geflugelpastete mit getrockneten Tomaten 131g x 12St;;Eigenmarke;5;0,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11404;G11404;PROFI Geflugelpastete mit gruï¿½nem Pfeffer 131g x 12St;;Eigenmarke;5;0,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;13;13;500;1;13;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11405;G11405;PROFI Geflugelpastete mit Knoblauch 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;14;14;500;1;14;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11406;G11406;PROFI Geflugelpastete mit Majoran 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11407;G11407;PROFI Geflugelpastete mit Oliven 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11408;G11408;PROFI Geflugelpastete mit Paprika 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;17;17;500;1;17;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11409;G11409;PROFI Geflugelpastete mit Tomaten 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;18;18;500;1;18;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11410;G11410;PROFI Geflugelpastete mit Zwiebeln 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;19;19;500;1;19;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11411;G11411;PROFI Geflugelpastete nach Art des Hauses 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11412;G11412;PROFI Geflugelpastete pikant 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;21;21;500;1;21;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11413;G11413;Profi Gulaszowa 450g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11414;G11414;Profi Kapusniak 450g x 6stk;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11415;G11415;Profi Krupnik 6St. x 450g;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11416;G11416;Profi Leberpastete mit geruï¿½uchertem Speck 130g x 12St.;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11417;G11417;Profi Leberpastete mit Pilzen 130g x 12St.;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11418;G11418;Profi Leberpastete Schwein 130g x 12St.;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11419;G11419;PROFI Schmalz mit Fleisch 130g x 12St;;Eigenmarke;5;0,44;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11420;G11420;PROFI Truthanpastete 131g x 12St;;Eigenmarke;5;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11421;G11421;Profi Zupa Fasolowa 450g x 6St.;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11422;G11422;Profi Zupa Grzybowa 450g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11423;G11423;Profi Zupa Ogorkowa 450g x 6St.;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11424;G11424;Profi Zupa Pieczarkowa 450g x 6St.;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11425;G11425;Profi Zupa Strogonow  6x450g;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11426;G11426;Profi Zupa Ziemniaczana 450g x 6St.;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11427;G11427;Profi Zurek 450g x 6stk;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;9;0,49;;0
G11428;G11428;Prospona Scharlotka Apfelmuss 0,900*6St;;Eigenmarke;5;2,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11429;G11429;Proszek Do Pieszenjy 35st x 15gr;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;9;0,49;;0
G11430;G11430;Provitus Buraczki Zasmazane 6St. x 480g Geschmorte;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11431;G11431;Provitus Buraczki Zasmazane mit Apfel  6St. x 480g Geschmorte;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11432;G11432;Provitus Kapusta Zasmagana 500 ml x 6 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;9;0,49;;0
G11433;G11433;Provitus Kapusta Zerwona 480 gr x 6 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11434;G11434;Provitus Kapusta Z Koprem 480grx6st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;0
G11435;G11435;Prymat Cynamon Melony 15 gr x 30st;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11436;G11436;Prymat Czosnek 25 st x 20 gr Knoblauch;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11437;G11437;Prymat do Bigosu 20 gr x 2 5st  Gewï¿½rz;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11438;G11438;Prymat do Flakow 20grx25st;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11439;G11439;Prymat do Karkowki 20gr x 30 st;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11440;G11440;Prymat do Kurzaka 30gr x 25st;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11441;G11441;Prymat do Kurzaka Pikant 25gr x 25 st;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11442;G11442;Prymat do Kurzaka po Staroposku 25st x 25 gr;;Eigenmarke;5;8,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11443;G11443;Prymat do Kurzaka Zlotysta Korca 25 st x30 g;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11444;G11444;Prymat Do Majranka 25 st x 8 gr;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11445;G11445;Prymat do MIESA Mielonego 20gr x 25 st;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11446;G11446;Prymat do Piernika 20 g x 25 st;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11447;G11447;Prymat do Ryb i Owocow Morza 20gr x 25 st;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;0
G11448;G11448;Prymat GOZDZIKI Gale  18 st x 10 gr;;Eigenmarke;5;8;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;1,09;;0
G11449;G11449;Prymat Grill Klasizny 20g x25stk;;Eigenmarke;5;8,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;12;1,09;;0
